observation_date,LFEMTTTTJPM647S
1981-03-01,55730000
1981-04-01,55860000
1981-05-01,55590000
1981-06-01,55680000
1981-07-01,55810000
1981-08-01,55910000
1981-09-01,55890000
1981-10-01,55880000
1981-11-01,56040000
1981-12-01,56090000
1982-01-01,56030000
1982-02-01,56170000
1982-03-01,56330000
1982-04-01,56250000
1982-05-01,56420000
1982-06-01,56200000
1982-07-01,56150000
1982-08-01,56310000
1982-09-01,56350000
1982-10-01,56580000
1982-11-01,56720000
1982-12-01,57120000
1983-01-01,57200000
1983-02-01,57220000
1983-03-01,57160000
1983-04-01,57120000
1983-05-01,57350000
1983-06-01,57420000
1983-07-01,57360000
1983-08-01,57360000
1983-09-01,57380000
1983-10-01,57510000
1983-11-01,57480000
1983-12-01,57360000
1984-01-01,57110000
1984-02-01,57240000
1984-03-01,57420000
1984-04-01,57530000
1984-05-01,57510000
1984-06-01,57710000
1984-07-01,57650000
1984-08-01,57740000
1984-09-01,58050000
1984-10-01,57990000
1984-11-01,58000000
1984-12-01,57970000
1985-01-01,58120000
1985-02-01,58080000
1985-03-01,57960000
1985-04-01,58070000
1985-05-01,58100000
1985-06-01,57940000
1985-07-01,58100000
1985-08-01,58080000
1985-09-01,58210000
1985-10-01,58180000
1985-11-01,58120000
1985-12-01,57910000
1986-01-01,58410000
1986-02-01,58500000
1986-03-01,58410000
1986-04-01,58420000
1986-05-01,58320000
1986-06-01,58400000
1986-07-01,58630000
1986-08-01,58670000
1986-09-01,58640000
1986-10-01,58720000
1986-11-01,58660000
1986-12-01,58650000
1987-01-01,58640000
1987-02-01,58640000
1987-03-01,58850000
1987-04-01,58880000
1987-05-01,58850000
1987-06-01,59030000
1987-07-01,59040000
1987-08-01,59320000
1987-09-01,59300000
1987-10-01,59370000
1987-11-01,59590000
1987-12-01,59770000
1988-01-01,59780000
1988-02-01,59640000
1988-03-01,59720000
1988-04-01,59980000
1988-05-01,60120000
1988-06-01,60090000
1988-07-01,60180000
1988-08-01,60240000
1988-09-01,60200000
1988-10-01,60280000
1988-11-01,60430000
1988-12-01,60590000
1989-01-01,60560000
1989-02-01,60750000
1989-03-01,60800000
1989-04-01,60980000
1989-05-01,61130000
1989-06-01,61390000
1989-07-01,61560000
1989-08-01,61490000
1989-09-01,61460000
1989-10-01,61600000
1989-11-01,61720000
1989-12-01,61900000
1990-01-01,61880000
1990-02-01,62050000
1990-03-01,62310000
1990-04-01,62240000
1990-05-01,62450000
1990-06-01,62360000
1990-07-01,62550000
1990-08-01,62470000
1990-09-01,62860000
1990-10-01,62920000
1990-11-01,62880000
1990-12-01,62930000
1991-01-01,63270000
1991-02-01,63210000
1991-03-01,63420000
1991-04-01,63460000
1991-05-01,63530000
1991-06-01,63780000
1991-07-01,63700000
1991-08-01,63870000
1991-09-01,63970000
1991-10-01,63860000
1991-11-01,63990000
1991-12-01,64170000
1992-01-01,64130000
1992-02-01,64600000
1992-03-01,64300000
1992-04-01,64140000
1992-05-01,64210000
1992-06-01,64210000
1992-07-01,64110000
1992-08-01,64370000
1992-09-01,64360000
1992-10-01,64590000
1992-11-01,64730000
1992-12-01,64600000
1993-01-01,64400000
1993-02-01,64330000
1993-03-01,64350000
1993-04-01,64460000
1993-05-01,64420000
1993-06-01,64390000
1993-07-01,64520000
1993-08-01,64560000
1993-09-01,64490000
1993-10-01,64640000
1993-11-01,64720000
1993-12-01,64720000
1994-01-01,64650000
1994-02-01,64490000
1994-03-01,64450000
1994-04-01,64710000
1994-05-01,64780000
1994-06-01,64530000
1994-07-01,64430000
1994-08-01,64520000
1994-09-01,64380000
1994-10-01,64430000
1994-11-01,64540000
1994-12-01,64530000
1995-01-01,64550000
1995-02-01,64610000
1995-03-01,64580000
1995-04-01,64520000
1995-05-01,64510000
1995-06-01,64590000
1995-07-01,64650000
1995-08-01,64570000
1995-09-01,64820000
1995-10-01,64590000
1995-11-01,64430000
1995-12-01,64460000
1996-01-01,64430000
1996-02-01,64400000
1996-03-01,64710000
1996-04-01,64760000
1996-05-01,64590000
1996-06-01,64910000
1996-07-01,65120000
1996-08-01,65050000
1996-09-01,65210000
1996-10-01,65090000
1996-11-01,65060000
1996-12-01,65020000
1997-01-01,65330000
1997-02-01,65580000
1997-03-01,65610000
1997-04-01,65580000
1997-05-01,65620000
1997-06-01,65840000
1997-07-01,65760000
1997-08-01,65530000
1997-09-01,65510000
1997-10-01,65600000
1997-11-01,65350000
1997-12-01,65520000
1998-01-01,65600000
1998-02-01,65430000
1998-03-01,65400000
1998-04-01,65210000
1998-05-01,65290000
1998-06-01,65220000
1998-07-01,65130000
1998-08-01,65080000
1998-09-01,64870000
1998-10-01,64890000
1998-11-01,64770000
1998-12-01,64790000
1999-01-01,64770000
1999-02-01,64590000
1999-03-01,64550000
1999-04-01,64620000
1999-05-01,64680000
1999-06-01,64450000
1999-07-01,64410000
1999-08-01,64710000
1999-09-01,64810000
1999-10-01,64630000
1999-11-01,64640000
1999-12-01,64560000
2000-01-01,64500000
2000-02-01,64300000
2000-03-01,64140000
2000-04-01,64380000
2000-05-01,64450000
2000-06-01,64360000
2000-07-01,64380000
2000-08-01,64380000
2000-09-01,64510000
2000-10-01,64720000
2000-11-01,64760000
2000-12-01,64620000
2001-01-01,64570000
2001-02-01,64700000
2001-03-01,64450000
2001-04-01,64270000
2001-05-01,64210000
2001-06-01,64040000
2001-07-01,64020000
2001-08-01,63970000
2001-09-01,63670000
2001-10-01,63720000
2001-11-01,64020000
2001-12-01,63820000
2002-01-01,63650000
2002-02-01,63630000
2002-03-01,63600000
2002-04-01,63340000
2002-05-01,63070000
2002-06-01,63130000
2002-07-01,63240000
2002-08-01,63240000
2002-09-01,63220000
2002-10-01,63240000
2002-11-01,63240000
2002-12-01,63120000
2003-01-01,63000000
2003-02-01,63060000
2003-03-01,63260000
2003-04-01,63050000
2003-05-01,63090000
2003-06-01,63510000
2003-07-01,63310000
2003-08-01,63120000
2003-09-01,63100000
2003-10-01,63060000
2003-11-01,63110000
2003-12-01,63330000
2004-01-01,63200000
2004-02-01,63200000
2004-03-01,63390000
2004-04-01,63500000
2004-05-01,63310000
2004-06-01,63120000
2004-07-01,63240000
2004-08-01,63480000
2004-09-01,63300000
2004-10-01,63230000
2004-11-01,63170000
2004-12-01,63360000
2005-01-01,63600000
2005-02-01,63340000
2005-03-01,63200000
2005-04-01,63420000
2005-05-01,63680000
2005-06-01,63550000
2005-07-01,63650000
2005-08-01,63610000
2005-09-01,63990000
2005-10-01,63820000
2005-11-01,63430000
2005-12-01,63500000
2006-01-01,63690000
2006-02-01,63830000
2006-03-01,63740000
2006-04-01,63570000
2006-05-01,63790000
2006-06-01,63830000
2006-07-01,63890000
2006-08-01,63960000
2006-09-01,64060000
2006-10-01,64210000
2006-11-01,64170000
2006-12-01,64000000
2007-01-01,63810000
2007-02-01,64160000
2007-03-01,64230000
2007-04-01,64360000
2007-05-01,64360000
2007-06-01,64490000
2007-07-01,64430000
2007-08-01,64290000
2007-09-01,64080000
2007-10-01,64200000
2007-11-01,64470000
2007-12-01,64500000
2008-01-01,64240000
2008-02-01,64060000
2008-03-01,64130000
2008-04-01,64260000
2008-05-01,64290000
2008-06-01,64240000
2008-07-01,64060000
2008-08-01,64030000
2008-09-01,63900000
2008-10-01,63960000
2008-11-01,64100000
2008-12-01,63910000
2009-01-01,63940000
2009-02-01,63770000
2009-03-01,63250000
2009-04-01,63270000
2009-05-01,63110000
2009-06-01,62890000
2009-07-01,62870000
2009-08-01,63090000
2009-09-01,63010000
2009-10-01,62870000
2009-11-01,62860000
2009-12-01,62900000
2010-01-01,63140000
2010-02-01,62940000
2010-03-01,62970000
2010-04-01,62850000
2010-05-01,62810000
2010-06-01,62850000
2010-07-01,63020000
2010-08-01,63040000
2010-09-01,63190000
2010-10-01,63070000
2010-11-01,62860000
2010-12-01,63070000
2011-01-01,63190000
2011-02-01,63290000
2011-03-01,62870000
2011-04-01,62870000
2011-05-01,62850000
2011-06-01,62820000
2011-07-01,62840000
2011-08-01,62770000
2011-09-01,62890000
2011-10-01,62850000
2011-11-01,62940000
2011-12-01,63010000
2012-01-01,62750000
2012-02-01,62870000
2012-03-01,62690000
2012-04-01,62740000
2012-05-01,62650000
2012-06-01,62810000
2012-07-01,62820000
2012-08-01,62850000
2012-09-01,62790000
2012-10-01,62990000
2012-11-01,62930000
2012-12-01,62630000
2013-01-01,62970000
2013-02-01,63050000
2013-03-01,63090000
2013-04-01,63250000
2013-05-01,63170000
2013-06-01,63120000
2013-07-01,63190000
2013-08-01,63220000
2013-09-01,63330000
2013-10-01,63460000
2013-11-01,63740000
2013-12-01,63570000
2014-01-01,63320000
2014-02-01,63520000
2014-03-01,63700000
2014-04-01,63630000
2014-05-01,63830000
2014-06-01,63670000
2014-07-01,63690000
2014-08-01,63790000
2014-09-01,63810000
2014-10-01,63760000
2014-11-01,63850000
2014-12-01,63980000
2015-01-01,63770000
2015-02-01,64000000
2015-03-01,63970000
2015-04-01,63770000
2015-05-01,63920000
2015-06-01,64060000
2015-07-01,63950000
2015-08-01,63980000
2015-09-01,64230000
2015-10-01,64250000
2015-11-01,64050000
2015-12-01,64310000
2016-01-01,64680000
2016-02-01,64330000
2016-03-01,64190000
2016-04-01,64340000
2016-05-01,64450000
2016-06-01,64820000
2016-07-01,64970000
2016-08-01,64840000
2016-09-01,64860000
2016-10-01,64930000
2016-11-01,64870000
2016-12-01,65180000
2017-01-01,65190000
2017-02-01,64900000
2017-03-01,64900000
2017-04-01,65190000
2017-05-01,65310000
2017-06-01,65520000
2017-07-01,65620000
2017-08-01,65720000
2017-09-01,65690000
2017-10-01,65610000
2017-11-01,65660000
2017-12-01,65780000
2018-01-01,66190000
2018-02-01,66460000
2018-03-01,66790000
2018-04-01,66940000
2018-05-01,66930000
2018-06-01,66670000
2018-07-01,66660000
2018-08-01,66840000
2018-09-01,66990000
2018-10-01,67130000
2018-11-01,67250000
2018-12-01,66980000
2019-01-01,66970000
2019-02-01,67280000
2019-03-01,67450000
2019-04-01,67360000
2019-05-01,67370000
2019-06-01,67400000
2019-07-01,67420000
2019-08-01,67580000
2019-09-01,67620000
2019-10-01,67840000
2019-11-01,67800000
2019-12-01,67830000
2020-01-01,67680000
2020-02-01,67670000
2020-03-01,67610000
2020-04-01,66610000
2020-05-01,66740000
2020-06-01,66730000
2020-07-01,66710000
2020-08-01,66870000
2020-09-01,66920000
2020-10-01,67090000
2020-11-01,67380000
2020-12-01,67210000
2021-01-01,67300000
2021-02-01,67390000
2021-03-01,67250000
2021-04-01,67070000
2021-05-01,67050000
2021-06-01,67090000
2021-07-01,67380000
2021-08-01,67170000
2021-09-01,66980000
2021-10-01,66820000
2021-11-01,66830000
2021-12-01,67140000
2022-01-01,66950000
2022-02-01,67050000
2022-03-01,67170000
2022-04-01,67340000
2022-05-01,67260000
2022-06-01,67260000
2022-07-01,67320000
2022-08-01,67290000
2022-09-01,67380000
2022-10-01,67350000
2022-11-01,67120000
2022-12-01,67210000
2023-01-01,67350000
2023-02-01,67140000
2023-03-01,67360000
2023-04-01,67500000
2023-05-01,67410000
2023-06-01,67480000
2023-07-01,67490000
2023-08-01,67530000
2023-09-01,67590000
2023-10-01,67520000
2023-11-01,67680000
2023-12-01,67580000
2024-01-01,67570000
2024-02-01,67770000
2024-03-01,67650000
2024-04-01,67610000
2024-05-01,67610000
2024-06-01,67810000
2024-07-01,67730000
2024-08-01,67970000
2024-09-01,67850000
2024-10-01,67930000
2024-11-01,68010000
2024-12-01,68150000
2025-01-01,68210000
2025-02-01,68170000
2025-03-01,68110000
2025-04-01,68090000
2025-05-01,68310000
2025-06-01,68300000
2025-07-01,68300000
2025-08-01,68200000
2025-09-01,68350000
2025-10-01,68440000
2025-11-01,68460000
2025-12-01,68460000
2026-01-01,68170000
2026-02-01,68270000
2026-03-01,68150000
2026-04-01,68760000
2026-05-01,68820000
2026-06-01,68460000
2026-07-01,68310000
